IAA,IEG,IPS,IDA,IPP,IPV,IAN,INDE,Defasagem
9.0,10.0,7.52,8.7,9.0625,8.336666667,10.0,8.955783333,0
10.0,9.1,3.14,5.8,7.8125,7.67,5.0,7.09945,-2
8.5,7.9,7.52,8.2,8.90625,8.62,5.0,7.926825,-1
9.5,8.9,7.52,9.4,8.28125,8.45,5.0,8.370325,-2
8.5,8.5,7.52,6.0,7.65625,8.223333333,5.0,7.402491667,-1
10.0,8.7,4.39,8.7,9.21875,8.336666667,5.0,8.008408333,-1
8.0,7.5,7.52,6.8,7.96875,8.17,5.0,7.333075,-1
10.0,7.5,7.52,6.2,7.96875,8.113333333,5.0,7.401741667,-1
7.9,9.8,2.52,6.9,7.65625,8.283333333,10.0,7.806091667,0
10.0,9.5,7.52,7.3,8.125,8.783333333,5.0,8.171366667,-1
9.0,8.5,7.52,8.8,7.916666667,8.67,5.0,8.137866667,-1
8.5,7.0,7.52,2.7,6.458333333,6.72,5.0,6.032033333,-1
0.0,8.1,7.52,7.4,7.083333333,8.286666667,5.0,6.707666667,-2
6.9,7.4,7.52,7.0,6.666666667,7.393333333,5.0,6.969133333,-1
9.0,9.6,7.52,8.0,7.916666667,8.116666667,5.0,8.0872,-1
9.0,9.7,7.52,8.4,8.333333333,8.12,5.0,8.219533333,-1
10.0,10.0,7.52,6.3,8.125,8.34,10.0,8.4827,0
10.0,9.4,7.52,7.5,7.916666667,7.95,5.0,8.013866667,-1
10.0,9.5,7.52,8.5,7.708333333,8.283333333,5.0,8.2697,-1
8.5,7.1,6.27,5.8,6.875,7.336666667,5.0,6.702033333,-1
0.0,9.0,7.52,6.9,7.708333333,8.116666667,5.0,6.816166667,-1
10.0,8.3,7.52,6.3,7.291666667,7.446666667,5.0,7.3807,-1
10.0,8.7,3.14,5.4,7.083333333,7.62,10.0,7.356533333,0
10.0,8.0,3.14,3.1,6.041666667,6.94,5.0,6.026366667,-1
7.9,8.1,3.14,8.1,8.28125,8.73,5.0,7.419925,-1
10.0,9.8,2.52,7.6,7.96875,8.673333333,5.0,7.763741667,-1
9.0,9.7,3.77,9.7,9.0625,9.286666667,5.0,8.410783333,-1
9.0,8.6,3.14,5.7,7.96875,8.673333333,5.0,7.095741667,-1
9.5,4.9,2.52,5.2,8.28125,8.226666667,5.0,6.185658333,-1
9.0,9.4,3.14,8.4,9.21875,9.23,10.0,8.532075,0
9.5,9.7,3.14,9.3,8.75,8.836666667,5.0,8.196533333,-1
7.4,7.7,3.77,6.2,8.59375,8.503333333,10.0,7.448841667,0
10.0,9.7,3.14,7.6,8.28125,8.616666667,5.0,7.815658333,-1
10.0,9.5,3.77,7.4,8.4375,8.56,5.0,7.81295,-1
9.0,8.6,3.77,5.7,8.28125,8.673333333,5.0,7.199991667,-1
9.5,9.9,7.52,6.4,7.65625,9.23,5.0,8.073825,-1
0.0,9.3,7.52,6.3,8.28125,8.84,10.0,7.468125,0
9.5,9.5,7.52,5.9,6.40625,7.89,5.0,7.490825,-1
0.0,9.2,7.52,7.8,8.28125,8.56,10.0,7.682125,0
8.5,9.8,7.52,8.6,9.375,8.84,5.0,8.4777,-1
8.5,9.6,7.52,7.0,8.4375,8.84,5.0,8.03395,-1
0.0,7.2,7.52,4.8,6.875,8.003333333,5.0,5.930166667,-2
7.5,9.8,7.52,7.9,8.4375,9.116666667,5.0,8.209283333,-1
8.5,6.6,7.52,6.2,8.4375,8.783333333,5.0,7.262616667,-1
0.0,7.9,7.52,5.4,8.28125,9.006666667,5.0,6.541458333,-1
9.0,9.9,6.27,9.2,9.6875,9.283333333,5.0,8.662616667,-1
8.5,9.6,2.52,6.4,8.125,8.67,5.0,7.3387,-1
8.5,9.3,6.89,9.0,9.166666667,9.283333333,5.0,8.472533333,-1
9.0,9.8,6.27,5.5,7.083333333,8.336666667,5.0,7.462866667,-1
9.0,7.8,7.52,7.1,8.125,8.226666667,5.0,7.590033333,-1
8.5,8.6,7.52,7.5,6.041666667,7.233333333,5.0,7.373033333,-1
7.3,8.7,6.27,5.2,7.708333333,8.446666667,5.0,7.100566667,-1
9.5,9.6,6.89,8.2,8.333333333,9.226666667,5.0,8.367866667,-1
9.0,9.4,6.89,7.0,8.125,8.446666667,5.0,7.871033333,-1
7.5,9.8,7.52,8.9,9.583333333,9.283333333,5.0,8.5572,-1
0.0,7.3,7.52,4.9,7.291666667,8.446666667,5.0,6.1105,-2
8.0,8.5,7.52,6.9,5.833333333,7.836666667,10.0,7.782866667,0
9.5,8.2,7.52,7.1,6.041666667,7.613333333,5.0,7.389033333,-1
0.0,8.3,7.52,9.5,8.541666667,8.893333333,10.0,7.944833333,0
9.0,7.8,3.14,5.8,7.708333333,8.67,5.0,6.939033333,-1
9.5,8.4,7.52,3.9,8.125,8.06,10.0,7.5867,0
0.0,8.3,5.64,9.0,8.333333333,7.446666667,5.0,6.836666667,-1
9.0,8.1,7.52,6.1,6.458333333,6.95,5.0,7.018033333,-1
9.5,9.6,5.64,8.3,8.333333333,8.17,5.0,8.061533333,-1
0.0,8.6,5.02,6.5,6.875,7.063333333,5.0,6.122166667,-1
8.0,9.5,7.52,8.5,8.333333333,8.17,5.0,8.109533333,-1
9.0,9.4,7.52,6.5,8.333333333,7.946666667,5.0,7.754866667,-1
0.0,7.5,7.52,7.6,6.875,7.12,10.0,6.8735,0
8.0,9.3,7.52,9.4,8.333333333,7.506666667,5.0,8.126866667,-1
9.0,8.6,7.52,3.5,5.625,6.396666667,5.0,6.414033333,-1
9.5,8.8,6.89,5.4,8.125,7.89,10.0,7.8597,0
10.0,8.4,7.52,6.2,8.125,7.613333333,10.0,7.997366667,1
10.0,8.6,6.27,6.9,5.833333333,7.173333333,5.0,7.2352,-1
9.0,8.5,6.27,7.3,8.125,8.116666667,5.0,7.613033333,-1
9.0,10.0,2.52,9.7,9.791666667,9.6375,10.0,8.988866667,0
9.5,9.6,2.52,6.0,8.541666667,8.84,10.0,7.934366667,0
9.0,8.6,5.0,6.7,8.125,8.7125,10.0,8.0152,0
8.0,9.3,2.52,5.9,8.333333333,9.17,10.0,7.759533333,0
0.0,8.8,2.52,6.2,8.333333333,9.045,5.0,6.384333333,-1
6.9,9.0,2.52,6.8,7.708333333,8.71,5.0,7.116633333,-1
0.0,7.1,5.0,8.3,7.916666667,8.71,5.0,6.603666667,-1
5.3,8.7,2.52,3.5,6.25,6.885,5.0,5.7191,-2
0.0,9.8,2.52,6.0,7.083333333,7.8775,5.0,6.195833333,-1
8.4,6.4,2.52,6.2,7.5,8.7525,10.0,7.1043,0
0.0,9.6,5.0,5.5,7.708333333,9.0025,5.0,6.591333333,-1
9.0,10.0,2.52,9.7,9.791666667,9.7625,10.0,9.013866667,0
9.5,9.7,2.52,7.5,8.541666667,9.0075,10.0,8.297866667,0
8.5,9.9,5.0,9.5,9.166666667,9.26,10.0,8.988866667,0
9.0,9.7,2.52,8.5,8.333333333,8.8775,5.0,7.901033333,-1
7.9,7.9,2.52,5.8,8.541666667,9.0075,10.0,7.429466667,0
9.5,9.6,2.52,5.0,7.708333333,8.3375,10.0,7.560533333,0
0.0,9.7,2.52,7.3,8.75,8.4225,10.0,7.2115,0
6.4,7.5,2.52,3.6,5.416666667,6.8,5.0,5.515466667,-1
6.4,8.6,2.52,7.5,8.333333333,8.6725,10.0,7.671633333,0
9.0,8.4,2.52,7.4,8.541666667,8.755,5.0,7.417366667,-1
5.3,6.8,2.52,6.4,8.958333333,8.2975,5.0,6.472333333,-2
0.0,9.6,2.52,8.9,9.166666667,8.505,5.0,7.059666667,-1
9.0,8.1,2.52,7.6,7.083333333,7.13,5.0,6.916533333,-1
7.9,10.0,5.0,1.5,8.541666667,8.13,5.0,6.571966667,-1
10.0,10.0,2.52,6.5,8.958333333,8.59,5.0,7.666033333,-2
9.5,9.5,2.52,5.0,8.75,8.4225,5.0,7.1617,-1
6.8,10.0,5.0,7.5,8.75,8.38,10.0,8.2345,0
9.5,10.0,2.52,7.7,8.75,8.59,10.0,8.3252,0
8.4,10.0,2.52,6.8,8.75,8.38,10.0,7.9948,0
10.0,9.8,2.52,9.3,8.75,8.7175,10.0,8.6807,0
10.0,8.7,2.52,4.4,8.541666667,8.0075,5.0,6.817866667,-1
0.0,9.8,2.52,6.7,8.958333333,8.13,5.0,6.563833333,-1
8.5,9.4,2.52,5.7,8.75,8.755,5.0,7.2382,-1
10.0,9.5,2.52,5.4,8.75,8.0475,5.0,7.2067,-1
8.5,8.1,2.52,8.6,8.958333333,8.84,5.0,7.606033333,-1
7.9,10.0,2.52,6.6,8.75,8.2975,10.0,7.8883,0
9.5,10.0,2.52,7.9,8.958333333,8.7975,10.0,8.427533333,0
9.5,9.8,2.52,6.8,8.75,7.9225,5.0,7.4717,-1
9.0,9.5,2.52,7.0,8.75,8.3375,10.0,7.9947,0
9.0,9.6,2.52,9.0,8.958333333,7.88,5.0,7.844033333,-1
9.5,10.0,2.52,8.7,8.75,8.255,10.0,8.4682,0
8.5,9.0,2.52,9.5,8.958333333,9.1725,5.0,8.032533333,-1
7.8,9.8,2.52,6.9,8.75,8.2975,5.0,7.41,-1
7.0,9.3,2.52,9.2,8.958333333,8.2975,10.0,8.197533333,0
7.8,9.5,2.52,8.5,8.75,8.3375,10.0,8.1779,0
0.0,9.8,2.52,5.3,8.75,8.005,5.0,6.238,-1
5.8,9.0,2.52,8.4,8.125,7.5875,10.0,7.6354,0
10.0,9.7,2.52,9.0,8.958333333,7.92,5.0,7.972033333,-1
4.1,9.0,2.52,6.6,6.875,6.7125,5.0,6.3104,-1
0.0,7.1,5.0,5.6,8.125,7.0025,10.0,6.243,0
8.5,8.5,5.0,6.7,8.125,6.9175,10.0,7.5762,0
10.0,8.8,5.0,5.7,7.708333333,7.46,10.0,7.653033333,0
6.4,9.2,2.52,8.9,8.333333333,7.42,5.0,7.331133333,-1
9.5,9.9,2.52,9.6,8.958333333,8.0875,10.0,8.615533333,0
9.5,9.8,5.0,8.8,8.75,7.7525,5.0,8.0957,-1
9.0,8.5,5.0,8.2,8.75,7.92,5.0,7.6892,-1
0.0,8.1,2.52,5.4,8.125,7.92,5.0,5.8385,-1
9.5,8.6,5.0,5.4,8.125,6.96,5.0,6.9547,-2
9.5,9.5,2.52,6.4,8.125,7.92,5.0,7.2787,-1
9.5,8.1,5.0,8.5,8.958333333,7.92,5.0,7.750033333,-1
9.0,9.6,2.52,5.2,8.333333333,8.34,5.0,7.113533333,-1
10.0,9.2,5.0,7.1,8.541666667,8.283333333,10.0,8.261033333,0
0.0,7.2,5.0,5.3,8.333333333,8.116666667,10.0,6.446666667,0
9.5,9.5,5.0,7.5,7.708333333,7.56,10.0,8.123033333,0
0.0,9.9,2.52,6.8,8.541666667,8.673333333,5.0,6.680833333,-1
9.0,8.7,5.0,5.0,8.333333333,8.006666667,10.0,7.574866667,0
9.5,8.6,2.52,8.5,9.166666667,8.84,5.0,7.796866667,-1
8.5,8.8,5.0,7.1,8.958333333,8.95,10.0,8.216033333,0
6.9,8.2,5.0,8.1,7.916666667,8.173333333,10.0,7.878133333,0
10.0,4.1,5.0,4.0,8.541666667,7.726666667,5.0,6.0197,-1
0.0,9.9,5.0,7.9,8.541666667,8.283333333,5.0,7.070833333,-1
8.5,9.6,2.52,5.9,7.916666667,8.226666667,5.0,7.1392,-1
9.0,9.4,5.0,5.6,8.125,8.95,10.0,8.0027,0
0.0,9.1,2.52,6.2,8.75,8.95,5.0,6.467,-1
9.0,9.1,2.52,7.4,8.333333333,8.283333333,5.0,7.4322,-1
7.4,8.6,2.52,4.7,7.916666667,7.39,5.0,6.413466667,-1
10.0,9.9,2.52,8.7,8.958333333,8.953333333,10.0,8.6587,0
10.0,9.4,5.0,7.4,8.958333333,8.506666667,5.0,7.947366667,-1
5.7,10.0,2.52,6.4,8.541666667,9.063333333,5.0,7.265533333,-1
6.4,9.7,2.52,6.2,8.75,8.726666667,10.0,7.684133333,0
9.5,9.8,5.0,6.6,8.541666667,8.45,5.0,7.774366667,-1
10.0,8.6,2.52,5.4,8.541666667,8.393333333,5.0,7.075033333,-1
9.0,8.8,2.52,8.4,8.958333333,8.673333333,5.0,7.7227,-1
7.4,8.1,2.52,3.9,6.25,6.946666667,5.0,5.898133333,-1
0.0,9.7,2.52,8.4,8.75,7.84,5.0,6.805,-1
0.0,9.0,2.52,6.0,8.125,8.673333333,5.0,6.299166667,-1
0.0,7.2,2.52,5.7,8.75,9.173333333,5.0,6.031666667,-1
10.0,8.2,5.0,8.9,9.375,9.62,10.0,8.7717,0
8.5,9.3,5.0,5.1,8.333333333,8.003333333,5.0,7.1642,-1
7.8,9.4,5.0,6.0,6.458333333,6.78,2.5,6.615333333,-3
0.0,8.4,2.52,4.0,5.0,6.0,5.0,4.932,-1
9.0,9.4,5.0,7.5,8.958333333,8.783333333,5.0,7.9327,-1
0.0,9.3,5.0,4.7,8.541666667,8.283333333,5.0,6.310833333,-1
9.5,9.7,5.0,6.3,8.75,9.006666667,5.0,7.816533333,-1
7.8,9.8,2.52,6.5,8.75,9.006666667,10.0,7.971833333,0
8.5,9.6,2.52,7.2,9.166666667,9.396666667,5.0,7.7482,-1
10.0,6.4,5.0,3.4,7.5,7.836666667,5.0,6.277533333,-2
0.0,8.2,2.52,8.2,8.75,8.95,5.0,6.687,-1
4.6,9.2,5.0,6.8,8.541666667,8.73,5.0,7.248566667,-1
7.0,7.9,5.0,7.6,8.125,8.01,2.5,6.9647,-3
0.0,8.5,2.52,8.7,8.541666667,8.893333333,5.0,6.824833333,-1
0.0,8.9,2.52,5.4,8.125,8.173333333,10.0,6.559166667,0
9.5,7.9,2.52,6.3,8.333333333,8.616666667,5.0,7.088866667,-1
8.0,8.6,2.52,9.2,8.958333333,9.566666667,5.0,7.911366667,-1
8.5,9.6,7.52,8.7,8.75,8.23,5.0,8.2832,-1
9.0,9.4,7.52,6.3,8.333333333,8.616666667,5.0,7.838866667,-1
9.5,9.0,2.52,5.8,8.333333333,8.56,10.0,7.697533333,0
8.0,10.0,2.52,8.4,8.333333333,9.343333333,10.0,8.4242,0
0.0,6.0,7.52,5.0,7.5,7.173333333,5.0,5.636666667,-1
7.9,8.9,2.52,6.3,7.291666667,7.503333333,5.0,6.803633333,-1
10.0,9.5,2.52,8.5,8.333333333,9.286666667,10.0,8.532866667,0
8.5,9.8,2.52,4.9,8.125,8.56,10.0,7.5667,0
4.0,8.1,2.52,7.3,7.083333333,7.116666667,5.0,6.363666667,-1
0.0,8.3,7.52,4.0,7.5,7.56,10.0,6.474,0
9.5,9.2,5.0,4.9,7.083333333,7.39,5.0,6.956533333,-1
9.0,9.3,7.52,7.5,8.125,8.616666667,10.0,8.548033333,0
9.0,9.5,7.52,6.8,7.291666667,7.84,5.0,7.709366667,-1
6.3,6.3,7.52,3.4,6.875,7.616666667,5.0,6.017933333,-1
9.0,9.6,7.52,7.3,7.708333333,7.946666667,10.0,8.382366667,0
5.3,8.8,7.52,6.0,7.708333333,8.28,5.0,7.163833333,-1
10.0,10.0,2.52,7.0,8.541666667,8.896666667,10.0,8.2857,0
8.4,9.5,2.52,8.0,7.916666667,8.73,5.0,7.621466667,-1
9.5,7.6,6.89,4.5,6.25,7.056666667,5.0,6.595533333,-2
0.0,8.8,7.52,6.3,7.083333333,7.84,5.0,6.548333333,-1
7.9,8.3,5.02,6.0,6.875,6.89,5.0,6.7093,-1
6.3,9.7,3.77,6.5,7.291666667,8.34,10.0,7.647666667,0
7.5,9.3,2.52,7.8,7.916666667,8.843333333,5.0,7.482533333,-1
7.3,9.7,3.77,5.9,7.708333333,8.453333333,5.0,7.192,-1
9.5,9.6,7.52,8.3,8.958333333,9.676666667,10.0,9.103366667,0
5.1,7.1,7.52,5.5,7.708333333,8.223333333,5.0,6.6858,-1
0.0,9.9,6.26,8.0,8.75,9.84,10.0,8.049,0
0.0,9.3,6.89,6.9,7.291666667,8.616666667,10.0,7.3715,0
6.9,7.5,6.26,5.4,6.458333333,7.223333333,10.0,6.9883,0
7.9,8.5,3.77,6.8,8.333333333,8.45,5.0,7.242133333,-1
7.3,8.9,7.52,5.3,7.083333333,7.113333333,5.0,6.9565,-1
9.5,8.0,7.52,3.0,7.083333333,7.786666667,5.0,6.667866667,-2
10.0,9.5,7.52,7.3,7.291666667,7.446666667,5.0,7.8307,-2
0.0,7.7,6.89,6.5,7.5,7.836666667,10.0,6.846333333,0
9.0,9.2,4.39,6.5,7.291666667,7.613333333,5.0,7.231033333,-1
8.5,7.2,7.52,4.8,5.833333333,7.613333333,5.0,6.5982,-1
9.0,9.1,7.52,8.6,8.333333333,8.563333333,5.0,8.2282,-1
6.3,8.0,7.52,6.6,7.5,7.613333333,5.0,7.069766667,-1
0.0,8.9,2.52,7.0,7.708333333,7.78,10.0,6.748833333,0
7.5,4.7,2.52,3.4,6.875,7.613333333,5.0,5.322366667,-1
0.0,6.6,5.02,6.8,5.833333333,6.783333333,5.0,5.612,-1
8.0,8.4,7.52,4.7,7.291666667,7.78,5.0,6.947366667,-2
4.7,7.9,7.52,4.0,6.666666667,6.95,10.0,6.655366667,0
9.0,7.1,3.77,9.0,7.708333333,8.116666667,10.0,7.891366667,0
6.8,8.4,7.52,6.2,6.875,7.503333333,5.0,7.043666667,-1
8.5,9.9,5.02,6.9,8.125,9.01,10.0,8.3167,0
9.5,7.3,5.02,3.5,7.916666667,7.503333333,5.0,6.404533333,-1
0.0,9.2,6.27,7.8,7.916666667,7.503333333,10.0,7.309333333,0
8.5,8.4,7.52,7.3,7.708333333,7.503333333,10.0,8.0037,0
7.9,9.9,5.02,9.1,8.75,9.286666667,5.0,8.316133333,-1
10.0,6.3,6.27,5.8,7.916666667,7.503333333,5.0,6.829533333,-1
9.5,10.0,6.27,6.5,8.541666667,9.343333333,10.0,8.600033333,0
8.0,9.7,3.76,6.8,7.916666667,7.56,10.0,7.769866667,0
0.0,9.2,5.02,6.2,8.125,7.95,5.0,6.4745,-2
0.0,6.4,6.27,7.0,7.916666667,6.78,5.0,5.954666667,-1
10.0,8.9,7.52,8.4,8.958333333,8.783333333,5.0,8.3547,-1
8.5,9.5,4.39,8.9,9.375,9.896666667,5.0,8.386033333,-2
0.0,9.4,7.52,7.2,8.125,7.896666667,10.0,7.453833333,0
9.0,9.3,3.77,6.5,8.75,8.836666667,5.0,7.579533333,-1
0.0,8.2,3.77,9.3,8.75,7.95,10.0,7.332,0
6.8,8.1,2.52,6.6,8.333333333,7.723333333,5.0,6.7351,-1
0.0,9.8,6.27,7.9,9.166666667,9.06,5.0,7.385666667,-1
0.0,8.3,4.39,9.9,9.583333333,9.953333333,5.0,7.518,-1
7.4,9.9,7.52,8.3,9.166666667,8.896666667,5.0,8.3198,-1
0.0,8.9,7.52,7.3,8.541666667,7.173333333,5.0,6.780833333,-1
8.5,10.0,7.52,8.2,8.75,8.73,5.0,8.3532,-1
10.0,5.6,7.52,5.9,8.541666667,7.503333333,5.0,6.897033333,-1
7.3,7.9,3.77,7.4,8.541666667,8.616666667,5.0,7.2379,-1
4.7,9.1,5.64,7.4,8.333333333,8.563333333,10.0,7.8768,0
1.7,8.1,6.27,7.2,8.541666667,7.286666667,5.0,6.6552,-1
9.5,9.8,6.27,6.5,9.375,9.843333333,10.0,8.743366667,0
9.0,9.2,6.27,9.3,9.166666667,8.566666667,5.0,8.3472,-1
8.5,9.1,5.64,5.3,8.125,7.79,10.0,7.6647,0
4.7,8.7,7.52,7.3,7.708333333,7.62,10.0,7.703533333,0
8.0,8.8,6.89,8.4,8.541666667,8.176666667,5.0,7.9087,-1
9.0,8.8,7.52,5.9,7.708333333,7.113333333,5.0,7.2757,-1
7.4,8.1,6.27,6.3,8.125,7.62,10.0,7.5853,0
9.0,10.0,7.52,10.0,8.541666667,8.343333333,10.0,9.175033333,0
9.5,9.2,6.27,6.5,8.75,9.173333333,10.0,8.416866667,0
9.5,9.5,7.52,6.1,7.916666667,9.173333333,10.0,8.438533333,0
8.0,9.6,2.52,7.8,8.958333333,9.673333333,10.0,8.3527,0
6.8,7.6,6.27,6.7,7.291666667,6.72,5.0,6.733566667,-1
8.5,8.8,6.27,7.8,7.291666667,8.45,5.0,7.716366667,-1
9.0,8.5,6.27,6.9,5.833333333,7.333333333,5.0,7.1472,-1
6.2,9.2,3.77,7.6,7.916666667,8.95,10.0,7.935466667,0
10.0,9.6,7.52,8.1,8.75,9.51,5.0,8.5592,-1
9.5,9.1,7.52,7.1,8.541666667,9.62,10.0,8.720366667,0
9.0,6.9,6.89,5.2,7.083333333,7.836666667,5.0,6.774866667,-1
0.0,7.8,7.52,4.4,6.666666667,6.106666667,5.0,5.57,-1
0.0,7.0,7.52,3.3,6.666666667,5.55,5.0,5.078666667,-1
8.0,8.7,6.89,3.4,7.083333333,7.45,5.0,6.607533333,-1
8.5,7.8,7.52,5.0,7.708333333,7.06,10.0,7.345033333,0
9.5,8.7,7.52,7.0,8.958333333,9.343333333,10.0,8.6067,0
9.5,6.4,7.52,5.3,6.875,6.216666667,5.0,6.463033333,-1
9.6,9.4,3.14,8.2,9.0625,9.76,10.0,8.65075,0
8.8,9.4,7.52,6.4,8.59375,8.9225,10.0,8.437641667,0
8.8,7.0,6.26,5.3,7.5,6.2075,5.0,6.445933333,-2
9.6,7.2,6.89,3.3,6.71875,5.8275,5.0,6.084875,-2
9.2,8.4,8.76,6.8,8.28125,9.175,5.0,8.002591667,-1
9.2,7.6,7.51,8.5,7.96875,8.505,5.0,7.892341667,-1
0.0,9.4,5.02,8.0,8.28125,8.0025,10.0,7.410625,0
9.2,8.1,6.26,7.2,7.96875,7.17,10.0,7.840341667,0
0.0,9.5,4.39,7.8,8.59375,8.63,10.0,7.484375,1
9.6,8.8,6.26,3.7,7.1875,6.965,5.0,6.689583333,-1
9.6,8.6,2.52,5.2,7.03125,6.7975,10.0,7.039791667,0
9.6,7.5,5.63,6.9,8.28125,7.4625,10.0,7.722125,0
0.0,8.5,7.52,7.2,8.28125,7.5425,10.0,7.221958333,0
9.2,7.2,6.26,5.7,7.65625,6.9225,5.0,6.779591667,-2
