IAA,IEG,IPS,IDA,IPP,IPV,IAN,INDE,Defasagem
8.3,8.3,6.26,6.7,7.1875,7.0075,5.0,7.072983333,-1
8.8,6.8,6.26,4.6,8.125,7.1725,5.0,6.534766667,-1
0.0,7.5,6.89,5.1,7.34375,7.255,5.0,5.887708333,-1
0.0,9.4,8.14,6.2,7.96875,7.84,10.0,7.305541667,1
7.9,8.6,3.77,5.7,7.5,7.2125,10.0,7.227866667,1
8.3,9.8,2.52,7.2,7.96875,8.1725,5.0,7.410108333,-1
9.2,9.8,2.52,6.7,7.96875,7.835,2.5,7.076008333,-3
7.5,9.5,2.52,8.3,7.65625,7.545,10.0,7.829958333,0
9.2,8.5,2.52,3.4,6.09375,6.5025,10.0,6.452008333,0
0.0,9.4,5.0,6.8,7.8125,7.585,5.0,6.544916667,-1
9.6,9.0,5.0,5.0,7.1875,7.38,5.0,6.959916667,-2
9.6,9.2,2.52,5.8,7.65625,8.255,10.0,7.627125,0
0.0,7.3,2.52,4.3,7.34375,7.4225,10.0,5.790875,0
8.3,9.1,7.52,6.7,8.59375,8.38,10.0,8.287441667,0
0.0,8.9,7.52,7.1,7.8125,8.255,10.0,7.377583333,0
8.8,9.9,2.52,8.4,7.8125,8.67,10.0,8.309016667,0
7.9,10.0,7.52,7.2,7.65625,8.63,5.0,7.968658333,-1
7.9,9.7,2.52,7.7,7.96875,8.795,5.0,7.586241667,-1
7.5,8.6,7.52,6.6,7.96875,8.505,5.0,7.539875,-2
7.5,9.9,2.52,6.9,7.96875,8.255,10.0,7.809875,0
7.9,9.5,2.52,5.7,7.65625,7.9575,5.0,6.934158333,-1
6.7,9.5,2.52,7.3,7.8125,7.7925,10.0,7.61835,0
6.7,8.0,2.52,5.6,4.84375,5.595,10.0,6.248741667,0
9.6,9.3,5.63,5.1,7.65625,7.67,10.0,7.701125,0
0.0,8.2,5.0,4.9,5.15625,6.545,5.0,5.444625,-2
0.0,6.4,2.52,4.5,6.71875,6.5425,5.0,4.912375,-1
0.0,9.3,5.63,8.3,7.96875,8.625,10.0,7.598208333,0
8.8,8.7,2.52,5.9,7.8125,7.7925,10.0,7.38685,0
9.2,9.2,5.63,8.0,7.5,8.2925,5.0,7.821633333,-1
8.3,9.2,2.52,5.3,7.96875,7.7925,10.0,7.340775,0
0.0,7.7,2.52,6.7,7.03125,7.34,5.0,5.796458333,-1
0.0,6.8,2.52,3.0,6.875,7.0075,5.0,4.794333333,-1
0.0,7.4,5.63,4.2,6.875,7.835,5.0,5.630833333,-2
8.8,8.3,5.63,5.4,7.65625,7.9175,10.0,7.533891667,0
9.6,7.6,5.0,4.8,7.34375,7.6275,10.0,7.205041667,0
0.0,4.5,7.52,3.8,7.5,7.1725,5.0,5.089833333,-1
10.0,7.5,7.52,4.5,7.1875,7.2975,10.0,7.337116667,0
0.0,7.5,7.52,5.1,7.03125,7.0875,10.0,6.392625,0
0.0,8.4,6.89,3.9,7.34375,6.84,5.0,5.758041667,-1
8.8,9.0,6.89,5.8,7.03125,7.505,10.0,7.734891667,0
0.0,9.4,6.26,5.2,7.5,7.1725,5.0,6.223833333,-2
9.2,8.8,3.14,6.5,7.5,7.5,10.0,7.5408,0
0.0,9.1,2.52,7.3,7.65625,7.335,10.0,6.757958333,0
9.2,8.8,6.26,5.7,7.5,7.0025,5.0,7.086633333,-1
9.2,7.0,2.52,3.3,7.03125,6.6325,5.0,5.758425,-1
9.2,9.9,7.52,6.1,7.34375,7.4175,10.0,8.080008333,0
7.9,8.8,2.52,4.8,7.34375,7.005,10.0,6.905741667,0
7.5,8.6,2.52,4.3,7.5,7.34,5.0,6.306666667,-1
7.9,7.5,2.52,3.5,7.5,7.585,10.0,6.5107,0
5.8,6.6,2.52,3.1,7.1875,7.1325,10.0,5.913883333,0
9.6,9.5,2.52,4.6,6.09375,7.17,5.0,6.567208333,-2
9.6,8.7,2.52,2.7,6.875,7.2575,10.0,6.636166667,0
6.3,8.1,2.52,6.3,8.28125,8.63,10.0,7.317791667,0
9.2,8.6,2.52,6.0,7.96875,7.9175,10.0,7.469175,0
9.6,8.4,2.52,5.4,7.65625,7.9175,5.0,6.819625,-1
9.2,5.4,2.52,4.0,7.8125,7.795,10.0,6.382383333,0
9.6,8.6,2.52,5.5,7.5,7.7525,5.0,6.824333333,-1
9.2,7.7,2.52,3.0,7.96875,7.38,5.0,6.081675,-1
7.5,9.4,2.52,8.5,7.96875,8.17,10.0,8.012875,0
0.0,7.6,7.52,5.8,7.5,8.1275,10.0,6.814166667,0
5.0,7.5,2.52,4.5,6.40625,6.5875,5.0,5.616691667,-2
6.3,9.2,3.14,5.2,7.1875,7.5425,5.0,6.552916667,-1
8.3,6.0,6.27,3.4,7.34375,6.715,5.0,5.911108333,-1
8.3,8.5,3.77,6.0,7.8125,7.7525,10.0,7.44215,0
8.8,9.2,5.0,4.9,7.5,7.71,5.0,6.993766667,-1
0.0,7.8,5.0,3.3,7.1875,6.7575,5.0,5.283583333,-1
7.9,7.0,2.52,4.1,7.34375,7.505,10.0,6.492408333,0
6.7,7.3,2.52,4.4,7.1875,7.2975,10.0,6.443616667,0
8.8,5.8,7.52,4.9,6.71875,6.0425,5.0,6.140808333,-1
6.2,9.0,7.52,6.6,7.8125,7.5425,10.0,7.779983333,0
8.8,8.9,2.52,6.2,7.03125,7.585,10.0,7.373891667,0
9.2,9.0,2.52,4.1,7.65625,7.375,5.0,6.529425,-1
0.0,9.5,7.52,6.5,7.8125,7.585,10.0,7.25025,0
7.1,8.2,7.52,3.7,7.8125,7.8325,10.0,7.18805,0
8.8,9.3,7.52,7.2,7.65625,7.75,5.0,7.749391667,-1
7.9,7.4,2.52,5.0,7.8125,7.6275,5.0,6.337116667,-1
0.0,9.0,6.27,5.0,7.96875,8.125,10.0,6.855541667,0
9.2,9.8,2.52,7.6,8.28125,8.3375,10.0,8.144425,0
5.4,9.7,7.52,7.8,8.28125,8.2125,10.0,8.257658333,0
0.0,8.9,7.52,5.2,7.65625,7.75,5.0,6.394291667,-2
8.8,10.0,2.52,8.1,8.125,8.045,10.0,8.1686,1
6.7,9.5,2.52,7.6,8.125,7.875,10.0,7.7261,0
9.2,9.9,2.52,7.3,7.8125,8.17,10.0,8.030716667,0
9.6,8.6,7.52,7.3,7.8125,7.5,5.0,7.665083333,-1
9.2,9.9,2.52,7.5,7.8125,8.3775,10.0,8.10555,0
5.4,7.6,5.0,5.0,7.65625,7.5425,5.0,6.329158333,-1
9.2,9.3,2.52,6.4,7.8125,7.75,5.0,7.146716667,-1
9.2,7.5,2.52,4.8,7.65625,7.545,10.0,6.910091667,0
9.2,9.1,5.0,7.3,7.1875,7.2925,10.0,7.880716667,0
8.8,9.0,2.52,5.2,7.8125,8.0425,5.0,6.850183333,-2
0.0,7.3,7.52,5.1,7.65625,7.05,5.0,5.914291667,-2
8.3,9.3,2.52,5.3,7.65625,7.96,10.0,7.356358333,0
8.3,9.6,7.52,4.8,7.65625,7.9175,5.0,7.307858333,-2
8.8,7.6,2.52,3.8,7.65625,7.9625,2.5,6.021891667,-3
8.8,9.9,2.52,6.4,7.8125,7.7925,10.0,7.72685,0
6.7,8.1,2.52,6.5,7.5,7.7925,10.0,7.153766667,1
7.9,8.2,2.52,4.7,7.5,8.165,10.0,7.000033333,0
8.3,9.5,2.52,7.2,7.8125,8.0425,10.0,7.821816667,0
0.0,6.8,5.0,6.3,7.96875,7.8375,5.0,5.977708333,-1
9.2,7.3,2.52,4.2,7.8125,6.88,10.0,6.632716667,0
0.0,8.8,2.52,3.5,7.65625,7.045,10.0,5.886625,0
9.2,9.4,5.0,4.8,6.71875,7.2125,5.0,6.864508333,-1
0.0,8.8,5.0,5.7,7.8125,7.835,5.0,6.241583333,-2
7.5,8.6,7.52,8.1,8.125,8.045,10.0,8.256833333,0
0.0,6.5,7.52,6.3,7.5,7.46,5.0,6.047333333,-2
8.3,9.5,7.52,6.8,7.03125,7.5025,5.0,7.549025,-2
6.7,9.3,7.52,8.3,7.1875,7.88,10.0,8.240016667,0
0.0,8.2,7.52,6.2,7.96875,7.835,10.0,6.989208333,0
7.1,7.5,2.52,7.6,7.96875,8.125,5.0,6.895508333,-1
0.0,7.5,5.0,2.6,4.6875,5.54,5.0,4.603416667,-2
0.0,7.9,5.0,4.7,6.40625,6.4575,10.0,5.958791667,1
8.8,8.9,2.52,7.2,6.875,7.6725,5.0,7.062433333,-2
7.5,9.5,5.0,6.3,7.03125,8.0025,5.0,7.213625,-1
9.6,6.9,7.52,3.8,7.1875,6.2475,5.0,6.312083333,-1
8.8,7.7,7.52,5.9,7.1875,6.5775,5.0,6.874683333,-1
7.9,8.4,5.0,8.7,8.75,8.88,5.0,7.856033333,-1
7.1,7.2,7.52,7.0,7.34375,6.8425,10.0,7.396508333,0
10.0,8.1,5.0,2.7,7.5,6.5825,5.0,6.2267,-2
9.6,9.5,2.52,8.0,8.125,9.0025,10.0,8.316833333,0
7.9,8.7,2.52,5.9,7.65625,8.42,10.0,7.406658333,0
8.3,9.4,2.52,6.5,8.125,8.17,10.0,7.718566667,1
8.3,7.8,2.52,6.7,8.59375,8.46,5.0,7.030108333,-2
9.2,9.4,2.52,8.0,8.4375,8.92,10.0,8.283216667,1
9.6,8.3,2.52,6.8,7.96875,8.2525,10.0,7.671208333,0
7.1,9.2,2.52,6.0,8.4375,8.79,10.0,7.60205,0
7.9,9.0,2.52,6.2,8.28125,8.2125,10.0,7.560991667,1
9.6,9.4,2.52,7.1,7.65625,8.71,10.0,8.024791667,0
8.3,9.8,2.52,7.2,7.96875,8.46,10.0,7.967608333,1
9.2,9.8,2.52,7.8,8.28125,8.42,10.0,8.207591667,1
7.5,9.7,2.52,6.9,7.96875,8.46,10.0,7.817541667,0
7.9,9.4,2.52,6.5,8.28125,8.3775,10.0,7.727325,0
0.0,9.7,2.52,7.8,8.125,8.4625,10.0,7.263666667,0
8.8,9.7,2.52,6.0,7.8125,8.1225,10.0,7.67285,0
8.3,8.6,2.52,5.6,8.4375,8.5025,5.0,6.96965,-1
9.2,8.7,2.52,6.8,8.90625,8.3375,5.0,7.333591667,-1
8.8,6.2,5.0,6.5,7.1875,7.3775,5.0,6.616016667,-2
7.9,9.5,7.52,7.1,8.59375,8.5025,10.0,8.430241667,1
9.6,4.5,2.52,4.3,7.5,7.17,5.0,5.661166667,-2
8.3,5.3,2.52,6.3,7.65625,7.6275,2.5,5.939858333,-3
8.8,7.9,2.52,7.1,8.28125,8.045,10.0,7.557558333,0
8.3,9.3,7.52,8.2,9.6875,9.17,10.0,8.881483333,1
10.0,9.9,2.52,7.2,8.90625,8.88,10.0,8.345491667,0
8.8,6.6,2.52,6.9,7.96875,7.7125,10.0,7.166475,0
8.8,9.3,2.52,5.7,7.96875,8.2125,5.0,7.066475,-2
8.8,4.2,2.52,4.7,7.5,7.2925,5.0,5.622266667,-2
9.6,8.1,4.38,5.0,6.875,7.17,5.0,6.631333333,-1
0.0,6.7,2.52,6.7,7.96875,7.88,5.0,5.811541667,-1
8.8,7.6,2.52,6.1,7.1875,7.5475,10.0,7.102016667,0
8.8,7.9,2.52,5.9,7.96875,8.005,5.0,6.791641667,-1
8.3,9.5,5.0,5.4,7.1875,7.7125,5.0,7.067983333,-1
8.8,8.3,2.52,4.8,7.5,7.3375,10.0,6.971266667,0
7.5,6.3,2.52,4.2,6.71875,7.2125,5.0,5.709808333,-2
9.6,7.6,4.38,6.6,7.03125,7.09,5.0,6.857625,-1
7.5,8.7,2.52,5.3,6.09375,6.7575,5.0,6.269541667,-1
8.3,9.5,2.52,6.7,8.125,8.96,5.0,7.436566667,-1
0.0,7.0,5.63,4.5,6.875,7.46,5.0,5.5425,-1
7.1,6.7,2.52,4.8,6.875,6.9175,10.0,6.337966667,0
8.3,8.3,5.0,7.3,8.125,8.045,5.0,7.381566667,-2
0.0,9.9,2.52,7.5,8.75,9.545,5.0,7.016,-1
7.1,9.7,2.52,7.9,8.59375,9.3775,10.0,8.221841667,0
10.0,7.9,6.26,4.3,7.34375,7.4175,5.0,6.784075,-2
0.0,8.8,2.52,7.3,8.125,8.8325,10.0,7.044333333,1
0.0,10.0,2.52,8.1,8.75,9.5875,5.0,7.171166667,-1
8.8,9.9,4.39,6.8,8.125,8.9175,10.0,8.256766667,0
9.6,8.4,5.63,4.5,7.03125,7.0425,5.0,6.719791667,-1
0.0,8.4,5.0,7.0,8.125,7.6275,5.0,6.411333333,-2
7.5,9.1,5.0,7.5,7.8125,8.3775,10.0,8.02675,1
0.0,3.7,5.0,3.8,7.03125,6.05,5.0,4.406458333,-2
8.8,9.8,6.89,5.5,6.875,7.3825,5.0,7.281433333,-2
7.5,7.9,2.52,4.6,7.1875,7.465,5.0,6.207083333,-1
8.8,6.9,2.52,5.3,7.34375,6.715,10.0,6.644475,1
8.8,8.8,2.52,7.7,9.0625,9.005,5.0,7.641016667,-1
9.6,9.0,2.52,7.4,8.59375,8.7975,10.0,8.116041667,0
9.2,8.7,2.52,3.9,7.65625,7.75,10.0,7.011091667,0
0.0,9.2,5.0,4.2,7.34375,7.045,10.0,6.330041667,0
9.2,5.4,7.52,5.2,6.71875,6.465,10.0,6.760341667,0
0.0,7.5,5.0,4.7,8.125,7.3375,5.0,5.713333333,-1
7.5,7.2,5.0,3.7,5.0,6.26,10.0,6.175333333,0
7.9,8.7,2.52,5.8,7.96875,7.6675,5.0,6.780741667,-1
7.9,5.6,5.0,5.1,7.5,7.2125,5.0,6.1242,-2
0.0,7.8,5.0,4.1,7.1875,7.13,10.0,6.018083333,0
5.4,6.8,5.0,4.9,7.03125,7.5025,10.0,6.578558333,0
7.9,7.7,2.52,4.5,7.8125,7.71,5.0,6.30695,-2
9.2,9.0,2.52,6.6,8.75,9.1275,10.0,7.982633333,0
0.0,9.3,2.52,5.9,8.125,7.7125,5.0,6.140333333,-2
0.0,9.6,2.52,6.1,7.96875,8.005,10.0,6.796541667,0
10.0,9.5,7.52,5.7,8.59375,8.96,10.0,8.436908333,0
7.9,8.1,6.26,4.9,7.96875,7.71,5.0,6.856575,-1
7.5,9.5,5.63,7.5,7.65625,8.295,10.0,8.137625,1
9.2,9.9,7.52,5.5,8.59375,8.96,10.0,8.393508333,0
8.3,9.9,7.52,5.5,8.125,8.7525,5.0,7.7284,-1
0.0,9.8,5.63,5.6,8.75,8.3775,10.0,7.1935,1
8.8,8.6,7.52,7.1,8.90625,9.21,10.0,8.493058333,0
0.0,7.9,6.26,4.0,7.34375,7.46,5.0,5.732375,-1
8.8,10.0,6.27,8.9,8.75,9.2125,10.0,9.006266667,0
6.7,9.5,7.52,6.5,8.28125,8.7125,10.0,8.189225,0
6.3,8.5,2.52,5.5,7.03125,6.585,10.0,6.690458333,0
8.3,4.6,2.52,4.7,7.65625,7.13,2.5,5.380358333,-3
8.8,9.0,5.0,6.1,7.5,7.6675,10.0,7.671933333,1
0.0,4.8,2.52,3.9,4.21875,5.375,2.5,3.745541667,-4
9.6,9.2,5.0,7.2,8.59375,8.88,10.0,8.367208333,0
8.3,9.4,2.52,6.2,8.125,8.42,10.0,7.695233333,1
0.0,8.3,2.52,5.4,8.28125,8.0025,2.5,5.677291667,-3
7.9,8.1,2.52,6.3,8.125,7.8775,5.0,6.805033333,-2
6.7,8.3,2.52,5.3,7.96875,8.045,10.0,7.037808333,0
9.6,8.0,2.52,5.3,7.34375,7.835,5.0,6.665208333,-1
6.7,7.6,5.0,4.7,7.96875,7.5475,5.0,6.433075,-2
8.3,9.2,5.0,7.1,8.125,8.09,10.0,8.0239,1
8.8,8.6,5.63,5.7,6.5625,6.6675,5.0,6.794516667,-1
6.3,8.8,5.0,6.0,7.34375,7.4625,5.0,6.811875,-1
7.9,9.1,5.0,7.3,7.03125,7.5075,10.0,7.769658333,0
0.0,9.4,5.0,5.7,6.875,6.8375,5.0,6.068333333,-2
7.1,7.4,2.52,4.4,6.5625,6.6275,2.5,5.545383333,-3
9.2,7.7,5.0,5.8,8.125,7.835,5.0,6.989633333,-1
8.3,8.6,5.0,7.5,8.75,8.2975,10.0,8.0879,0
6.7,7.3,5.0,5.7,7.34375,7.5475,5.0,6.503908333,-1
8.3,9.6,2.52,6.5,8.28125,8.3375,10.0,7.794358333,1
7.5,8.7,5.0,6.0,7.65625,8.0875,10.0,7.566458333,1
6.7,8.1,5.0,7.4,7.96875,7.9225,5.0,7.141308333,-1
8.8,7.1,5.0,4.2,7.34375,7.215,5.0,6.319141667,-1
0.0,8.2,5.0,7.5,7.8125,8.045,10.0,7.03025,0
10.0,9.8,2.52,6.4,8.125,8.2975,10.0,7.9642,1
6.7,8.4,5.0,7.3,7.03125,7.215,5.0,6.946058333,-1
5.8,7.3,2.52,2.9,4.375,5.59,5.0,4.9308,-2
8.3,9.4,6.26,6.7,7.5,7.9625,5.0,7.515233333,-1
8.8,7.8,6.26,6.4,8.4375,8.6725,10.0,7.91935,0
0.0,6.0,3.14,5.6,7.5,7.255,5.0,5.335,-2
6.2,9.5,5.0,7.9,8.4375,8.2125,5.0,7.584483333,-1
6.7,9.1,5.0,6.2,6.875,8.0875,5.0,7.024933333,-2
9.2,9.2,5.0,4.3,7.5,7.545,5.0,6.869133333,-2
0.0,8.5,5.0,7.0,7.34375,7.5875,10.0,6.845208333,0
0.0,6.4,5.0,4.0,7.5,6.8725,10.0,5.711166667,0
0.0,7.8,7.52,7.9,8.59375,8.1725,5.0,6.892541667,-2
8.8,8.9,6.27,5.7,5.9375,7.8425,5.0,7.08435,-1
9.2,9.6,3.77,7.8,8.59375,8.7575,10.0,8.378008333,0
8.3,7.8,5.0,2.2,7.65625,6.8,5.0,5.952358333,-1
7.5,8.7,2.52,6.5,7.65625,7.715,10.0,7.350625,0
7.5,7.9,2.52,5.3,7.1875,6.505,5.0,6.168416667,-1
0.0,7.7,2.52,2.6,5.625,5.6275,2.5,4.25,-3
7.1,6.3,2.52,6.0,6.40625,6.88,5.0,5.937025,-2
0.0,5.2,2.52,4.4,6.25,6.0,10.0,4.990333333,1
7.1,7.6,7.52,3.3,7.34375,6.67,5.0,6.202008333,-1
10.0,9.6,7.52,7.7,8.59375,8.1725,10.0,8.699408333,1
8.8,9.9,5.0,7.9,7.96875,7.8375,5.0,7.806141667,-2
0.0,9.6,6.89,4.7,6.5625,6.4225,10.0,6.483083333,0
9.2,10.0,2.52,7.2,7.96875,7.8775,5.0,7.487841667,-1
7.9,8.1,5.0,4.4,7.03125,6.5875,5.0,6.318991667,-2
7.5,9.6,2.52,7.2,8.75,7.795,5.0,7.289333333,-1
9.6,8.8,2.52,6.3,7.8125,7.2125,10.0,7.45425,0
0.0,7.3,5.0,4.3,7.5,6.255,5.0,5.314333333,-2
7.5,7.2,5.0,5.2,7.1875,6.755,5.0,6.293083333,-2
8.8,8.3,2.52,5.0,8.125,7.46,5.0,6.598266667,-1
7.5,8.7,5.0,6.1,7.8125,7.2125,5.0,6.940416667,-1
9.2,9.2,6.26,5.0,7.5,7.085,2.5,6.806466667,-3
9.2,8.5,6.26,8.1,8.125,7.8775,5.0,7.757466667,-2
7.5,8.9,6.26,8.1,8.4375,7.4625,10.0,8.105583333,0
8.8,9.2,2.52,4.8,7.1875,7.085,5.0,6.569516667,-1
9.2,7.4,2.52,6.4,8.125,7.71,10.0,7.289966667,0
8.8,8.3,2.52,5.6,7.8125,7.7125,5.0,6.724183333,-2
7.1,9.9,2.52,6.8,8.59375,8.63,10.0,7.879008333,2
8.8,9.0,5.0,5.5,7.8125,7.63,10.0,7.58235,0
8.8,8.8,2.52,6.2,6.875,6.2525,10.0,7.0651,0
7.5,9.4,5.0,7.4,7.8125,7.7125,5.0,7.43375,-1
7.1,9.0,2.52,6.0,8.28125,7.545,10.0,7.297425,1
0.0,7.3,2.52,5.8,8.125,7.795,10.0,6.250166667,1
0.0,8.2,2.52,5.8,6.875,6.9625,5.0,5.638666667,-1
9.6,9.4,5.0,4.7,7.8125,8.09,5.0,7.171083333,-1
6.7,9.2,2.52,7.3,8.125,7.795,10.0,7.583433333,0
7.1,9.1,5.0,6.2,7.8125,7.7125,5.0,7.09205,-1
8.3,8.9,5.0,4.2,7.65625,7.715,5.0,6.755358333,-1
0.0,8.4,2.52,6.0,7.8125,7.715,5.0,5.95625,-2
7.5,8.2,7.52,5.9,7.96875,7.755,5.0,7.169975,-1
9.6,9.8,6.89,7.4,7.5,7.6725,10.0,8.378666667,0
6.7,9.8,6.26,6.6,7.5,7.7125,5.0,7.3651,-2
9.2,9.1,5.63,7.7,7.5,7.5875,5.0,7.600633333,-2
7.9,6.7,5.63,5.0,7.5,7.5875,5.0,6.4622,-1
7.9,8.1,3.14,7.1,7.5,7.545,5.0,6.898033333,-1
0.0,8.5,5.01,6.9,7.5,7.17,5.0,6.258333333,-2
7.1,5.6,5.0,4.1,7.5,7.1725,10.0,6.339466667,0
7.1,9.6,6.26,7.9,8.28125,8.1725,10.0,8.303591667,0
9.6,9.5,5.0,7.8,8.125,7.8,10.0,8.284333333,0
0.0,8.0,5.63,7.2,7.96875,7.755,5.0,6.450875,-1
0.0,9.7,6.26,8.1,8.4375,8.3825,10.0,7.70625,0
7.5,9.6,5.63,7.2,8.28125,8.4225,5.0,7.692291667,-2
9.6,9.0,5.63,7.9,7.5,7.795,5.0,7.7105,-2
0.0,7.7,6.26,6.7,8.28125,8.0025,5.0,6.434625,-2
5.8,6.2,5.0,7.6,7.8125,7.59,5.0,6.635883333,-1
8.3,7.0,6.26,6.2,7.96875,7.4625,10.0,7.382108333,0
6.7,9.0,6.89,8.7,8.75,8.9675,5.0,8.0641,-1
7.5,9.2,6.89,6.7,7.34375,7.9625,5.0,7.452541667,-1
6.7,8.4,6.26,7.7,7.65625,7.6275,10.0,7.797058333,0
8.3,9.9,7.52,8.3,8.75,8.59,5.0,8.3184,-1
8.3,8.4,6.89,6.3,7.96875,7.465,5.0,7.252275,-1
10.0,7.4,6.89,7.4,7.8125,7.4675,5.0,7.42395,-1
0.0,7.9,5.63,5.9,7.65625,7.38,5.0,6.064625,-1
9.6,9.4,5.63,6.7,7.1875,7.045,5.0,7.375916667,-1
9.6,8.9,7.52,6.4,7.65625,7.84,5.0,7.610791667,-1
7.5,9.2,5.0,5.3,7.5,7.1325,5.0,6.8265,-1
8.8,6.5,5.63,6.3,7.34375,7.38,10.0,7.215141667,0
0.0,9.0,5.0,6.8,7.8125,7.63,5.0,6.46725,-1
0.0,8.8,2.52,6.0,7.8125,7.6725,5.0,6.034416667,-2
7.9,8.3,5.63,4.5,7.8125,7.4225,5.0,6.68045,-1
7.5,10.0,5.63,9.3,8.125,8.385,10.0,8.6625,0
8.3,8.1,5.0,5.1,7.34375,7.465,5.0,6.700775,-1
9.2,9.1,6.26,8.7,8.0,8.09,5.0,8.027466667,-1
6.7,7.7,6.89,6.9,8.625,8.8825,10.0,7.921266667,0
7.1,10.0,5.63,6.8,6.875,6.005,5.0,7.026466667,-1
0.0,8.2,3.77,7.9,7.375,6.8775,10.0,6.716666667,0
7.9,9.4,5.63,7.8,7.75,8.1725,5.0,7.710866667,-1
0.0,9.8,6.89,7.5,8.25,8.215,10.0,7.610333333,0
8.8,9.3,5.0,9.0,6.875,7.2925,10.0,8.187766667,0
9.6,9.7,7.52,7.7,8.75,8.8825,10.0,8.835333333,0
8.3,9.4,5.0,8.0,7.125,7.6325,5.0,7.5524,-1
9.6,9.1,7.52,7.8,8.75,8.7575,10.0,8.710333333,0
